Naam aanvrager;Vestigingsplaats;Toegekend bedrag
IJSCO FANTASTICO B.V.;VENLO;4.902
IJSCUYPJE B.V.;AMSTERDAM;43.926
IJSEBRANDS;LELYSTAD;5.436
IJSELMUIJDEN;BEVERWIJK;5.136
IJS-GARANT;AMSTERDAM;5.400
IJSHOCKEY NEDERLAND;TILBURG;12.042
IJSKAFFEE DE ZOETE ZONDE B.V.;VELDHOVEN;5.133
IJSKOUD B.V.;AMSTERDAM;50.394
IJSLAND TOURS B.V.;SOEST;31.233
IJSSALON CAPRI B.V.;ROTTERDAM;7.827
IJSSALON CLEVERS KESSEL B.V.;KESSEL LB;58.896
IJSSALON CLEVERS OVERLOON B.V.;OVERLOON;52.926
IJSSALON CLEVERS PLASMOLEN B.V.;PLASMOLEN;80.034
IJSSALON CLEVERS TIENRAY B.V.;GRUBBENVORST;41.715
IJSSALON EN LUNCHROOM BIJ US V.O.F.;MAASTRICHT;3.372
IJSSALON HARTENTROEF V.O.F.;SOMEREN;8.079
IJSSALON MARKT 19 V.O.F.;WIJCHEN;3.009
IJSSALON ROMA B.V.;EINDHOVEN;28.173
IJSSALON VENEZIA V.O.F.;MAASTRICHT;27.990
IJSSEL;VIANEN UT;1.311
IJSSEL CHIROPRACTIE B.V.;CAPELLE AAN DEN IJSSEL;2.379
IJSSEL DELTA TERMINAL (IJDT) B.V.;KAMPEN;7.287
IJSSELDIJK;ARNHEM;1.065
IJSSELDIJK TWELLO B.V.;APELDOORN;3.858
IJSSELHALLEN EXPLOITATIE            MAATSCHAPPIJ B.V.;ZWOLLE;19.575
IJSSELHALLEN EXPLOITATIE MAATSCHAPPIJ B.V.;ZWOLLE;51.414
IJSSELHOTEL B.V.;DEVENTER;101.421
IJSSELHOTEL B.V.;DEVENTER;12.837
"IJSSELMONDSE VOETBALVERENIGING      ""DE ZWERVERS""";ROTTERDAM;123
IJSSELPAVILJOEN ZUTPHEN B.V.;ZUTPHEN;51.243
IJSSELPERSONEEL B.V.;KAMPEN;112.782
IJSSELSTEIN;GOUDA;3.993
IJSSELSTEIN;OLDENZAAL;666
IJSSELSTEIN CONNECT B.V.;IJSSELSTEIN UT;7.992
IJSSELSTEIN V.O.F.;COEVORDEN;1.926
IJSSELSTEINSE FOOTBALL CLUB         (IJ.F.C.);IJSSELSTEIN UT;2.940
IJSSELSTIJN INSTALLATIETECHNIEK B.V.;GOUDA;15.909
IJSSELSTREEK ZAKELIJK B.V.;WOERDEN;1.368
IJSSELVLIET B.V.;ZWOLLE;38.181
IJSTENT LANDGOED ROODSELAAR B.V.;LUNTEREN;1.389
IJSVOGEL B.V.;NIJMEGEN;3.120
IJVIEW HOTELS B.V.;AMSTERDAM;174.057
IJZENSO B.V.;DEVENTER;3.450
IJZEREEF;LICHTENVOORDE;2.325
IJZEREN MAN HORECA B.V.;VUGHT;271.845
IJZERHANDEL GROTTENDIECK B.V.;NAALDWIJK;25.704
IJZERHANDEL VENEBERG HARDENBERG B.V.;HARDENBERG;6.915
IJZERMAN;OTTOLAND;3.438
IJZERMAN;DEVENTER;3.090
IJZERMAN AANNEEM B.V.;ANTWERPEN;13.725
IK DOE ALLES VOOR IEDEREEN B.V.;RIDDERKERK;10.224
IK KHEMAI;'S-GRAVENHAGE;1.143
IK ONDERNEEM B.V.;ARNHEM;11.328
IK PERSONEEL B.V.;AMSTERDAM;89.817
IKADDOUREN;ROOSENDAAL;672
IKAN;ROTTERDAM;2.145
IKI TRAVELS B.V.;'S-GRAVENHAGE;13.479
IKIGAI GROUP B.V.;HOOFDDORP;6.045
IKINK;OLDENZAAL;13.731
IKKE KIDS V.O.F.;LANDGRAAF;2.025
IKKI FASHION B.V.;LEIDEN;11.493
IKKIES LEISURE MIERLO;MIERLO;10.104
IKKS NEDERLAND B.V.;DIESSEN;49.908
IKY CREATIVE B.V.;RIJSWIJK ZH;8.478
IL BORGO B.V.;HELMOND;29.250
IL CAFFE B.V.;AMSTELVEEN;30.708
IL CUORE MOERGESTEL B.V.;MOERGESTEL;5.655
IL FIGARO KAPPERS V.O.F.;ULVENHOUT;1.737
IL FIORE B.V.;AMSTERDAM;38.481
IL FIORE B.V.;MAASTRICHT;5.865
IL FORNO VALKENBURG B.V.;VALKENBURG LB;37.779
IL GIARDINO B.V.;MAASTRICHT;60.657
IL GUSTO HOOGEVEEN B.V.;HOOGEVEEN;12.321
IL LAGO B.V.;GRONINGEN;39.702
IL MONDO B.V.;NAALDWIJK;19.383
IL MONDO STIJL B.V.;'S-GRAVENHAGE;2.046
IL POZZO B.V.;UTRECHT;124.155
IL PUNTO V.O.F.;ZOUTELANDE;17.310
IL RE DI PUGLIA B.V.;AMSTERDAM;14.493
IL SENSO CIMEN V.O.F.;MIDDELBURG;30.045
IL SOGNO DEL RE B.V.;AMSTERDAM;22.290
IL TARTUFO B.V.;BORNE;14.562
IL TAVOLINO V.O.F.;OIRSCHOT;7.434
IL TRATTAMENTO BEEK B.V;BEEK LB;8.895
ILARIA B.V.;HAARLEM;6.912
ILAYDA HAIRDESIGN V.O.F.;WAGENINGEN;4.512
ILCKEN MACHINEFABRIEK B.V.;VEENENDAAL;11.238
ILDA V.O.F.;WEITEVEEN;19.341
IL-DITALE B.V.;AMSTELVEEN;3.420
ILEVEN B.V.;AMSTERDAM;4.008
ILEVEN B.V.;AMSTERDAM;3.561
ILEXYS B.V.;VEENDAM;36.285
ILGIN;ALKMAAR;2.301
ILHAN;UTRECHT;6.513
ILHAN HOLDING B.V.;ALKMAAR;7.311
ILIACHENKO;AMSTERDAM;31.992
ILIE;LELYSTAD;1.581
ILISEVIC;GASSELTE;570
ILLE PAPIER-SERVICE NL B.V.;GOES;42.411
ILLUMINOO B.V.;GELDERMALSEN;18.711
ILLUSIONS V.O.F.;BEVERWIJK;1.872
ILLUXTRON INTERNATIONAL B.V.;VLISSINGEN;81.720
ILOMAR AGENCIES N.V.;AMSTERDAM;7.371
I-LOON B.V.;ROTTERDAM;67.755
I-LOON B.V.;ROTTERDAM;45.723
ILPRA BENELUX B.V.;BARNEVELD;22.881
ILUMY PROTOTYPING B.V.;'S-GRAVENHAGE;9.591
ILYA RESTAURANT B.V.;ROTTERDAM;18.876
IM ! INNOVATING B.V.;DONGEN;80.700
I'M BAZ B.V.;BRESKENS;97.944
IM BROUWER KABELDRAAGSYSTEMEN B.V.;HARDINXVELD-GIESSENDAM;22.245
IM DESIGN B.V.;RAAMSDONKSVEER;3.960
IM- EN EXPORTBEDRIJF VAN SNIJBLOEMENEN PLANTEN D.VISSER EN ZONEN B.V.;DE KWAKEL;29.355
IM Hack-KOERHUIS;RAALTE;2.286
IM Langerak-BOERMA;LEEUWARDEN;909
IM NETHERLANDS B.V.;AMSTERDAM;7.596
IM van DEYZEN;ROTTERDAM;14.058
IMAC;HOOFDDORP;8.157
IMAGE BUILDERS B.V.;APELDOORN;37.665
IMAGE BUILDING B.V.;VALKENBURG ZH;123.810
IMAGE INSIGHT B.V.;AMSTERDAM;92.577
IMAGE LINE V.O.F.;HEERHUGOWAARD;8.673
IMAGE V.O.F.;ASSEN;2.289
IMAGE WEAR B.V.;UTRECHT;10.938
IMAGE+ DIGITAL B.V.;ZUIDBROEK;47.415
IMAGEBUILDERS                       EXPLOITATIEMAATSCHAPPIJ B.V.;APELDOORN;171.921
IMAGIC B.V.;GELEEN;9.150
IMAGINE DANCE-EVENTS B.V.;VUREN;14.673
IMAGINE FACTORY PRODUCTIONS B.V.;LEIDSCHENDAM;3.342
IMAGINEEAR BENELUX B.V.;AMSTERDAM;26.844
IMAGING YOU B.V.;OOSTZAAN;55.293
IMAGO MEDIABUILDERS B.V.;AMERSFOORT;37.890
IMAGO RETAIL B.V.;GELEEN;7.842
IMAGO SCHOONMAAK / ONDERHOUD B.V.;'S-HERTOGENBOSCH;28.050
IMAKA B.V.;ZAANDAM;30.390
IMANSE AANHANGWAGENS & CARAVANS     V.O.F.;HOOFDDORP;4.167
IMANUEL;AMERSFOORT;939
IMAR INFRA V.O.F.;MIDDELHARNIS;2.895
IMARCO B.V.;MONTFOORT;71.814
IMBERT;'S-GRAVENHAGE;3.162
IMENZ BIOENGINEERING B.V.;GRONINGEN;15.840
IMEX INTERNATIONAL SHIPPING &       FORWARDING B.V.;ROOSENDAAL;17.097
IMEXBU TRADING AGENCY B.V.;ELST GLD;4.014
IMI AERO-DYNAMIEK B.V.;NIJKERK GLD;139.575
IMK OPLEIDINGEN B.V.;ALPHEN AAN DEN RIJN;35.601
IMKER;ASSEN;2.025
IMKS B.V.;CASTRICUM;4.158
IMKUS TRADING B.V.;ROERMOND;10.650
IMMANO BV;VEENENDAAL;49.707
IMMC-NL LIMITED;ARNHEM;5.781
IMMENSUS GROUP B.V.;UTRECHT;7.353
IMMENSUS SERVICES B.V.;UTRECHT;1.281
IMMERSIVE EXPERIENCES B.V.;ALMERE;453
IMMIG;AMSTERDAM;25.782
IMMING;VENLO;147
IMMINK;OBDAM;873
IMNEDERLAND CREDIT MANAGEMENT       SERVICES B.V.;HARDERWIJK;12.795
I-MOBILE GROUP B.V.;ZEIST;2.901
IMONO B.V.;GRONINGEN;69.993
IMOVE MEDICAL B.V.;SINT-MICHIELSGESTEL;4.224
IMOZA B.V.;ALMELO;4.545
IMPACT CREDIT MANAGEMENT SOLUTIONS  B.V.;HARDERWIJK;10.824
IMPACT ENTERTAIMENT B.V.;UTRECHT;45.633
IMPACT HOLDING B.V.;VINKEVEEN;3.636
IMPACT HUB AMSTERDAM B.V.;AMSTERDAM;32.982
IMPACT INTERNATIONAL B.V.;ALBLASSERDAM;36.744
IMPACT SOURCING B.V.;GOES;27.789
IMPATIENTS N.V.;AMSTERDAM;156.672
IMPAZZ MAINTENANCE B.V.;NIEUWLEUSEN;24.225
IMPECO SPORT & EVENT LOGISTICS B.V.;DUIVEN;24.819
IMPERI TRAFFIC B.V.;ZELHEM;1.836
IMPERIA B.V.;AMSTERDAM;24.957
IMPERO ROMANO B.V.;'S-GRAVENHAGE;50.214
IMPLANT DIRECT BENELUX B.V.;UTRECHT;16.746
IMPLANT SOLUTION 42 B.V.;GRONINGEN;27.984
IMPLANTCAST BENELUX B.V.;NOORD-SCHARWOUDE;9.246
IMPOREX B.V.;HEERLEN;21.543
IMPORT CENTRALE DE MOOIJ B.V.;ZOETERMEER;27.744
IMPRESARIAAT BOS B.V.;AMSTERDAM;86.340
IMPRESARIAAT DE KEET B.V.;AMSTERDAM;9.822
IMPRESARIAAT ERIC ALFERINK B.V.;NEEDE;4.137
IMPRESO B.V.;MAASTRICHT;3.963
IMPRESS AV V.O.F.;CUIJK;4.962
IMPRESS B.V.;WOERDEN;150.930
IMPRESSE LINGERIE V.O.F.;ULVENHOUT;948
IMPRESSIVE GREENAPPLE B.V.;'S-GRAVENHAGE;49.587
IMPRESSIVE MOVE B.V.;ZOETERMEER;9.141
IMPRESSIVE SOLUTIONS B.V.;OUD GASTEL;9.381
IMPRESSS;VALKENSWAARD;13.260
IMPRESZION B.V.;RHOON;4.080
IMPRIMA (NEDERLAND) B.V.;AMSTERDAM;47.202
IMPROMEX TECHNICS B.V.;TILBURG;8.067
IMPROVATION B.V.;HENGELO OV;7.842
IMPROVE HEALTH CENTERS B.V.;AMSTERDAM;7.659
IMPROVED LEARNING B.V.;AMSTERDAM;8.622
IMPROVIA WEST B.V.;HOOFDDORP;85.650
IMPULS EVENTS B.V.;BORNE;6.408
IMPULSUS, SUPPORT & FACILITIES B.V.;LEIDEN;12.843
IMPULZ EXPO B.V.;ULFT;47.580
IMS INSPECTION AND MANAGEMENT       SERVICES B.V.;SCHERPENZEEL GLD;2.448
IMT DOHMEN;BRUNSSUM;534
IMT STAPHORST B.V.;STAPHORST;3.612
IN 2 WORK B.V.;DIEMEN;30.003
IN AMSTERDAM WE TRUST B.V.;AMSTERDAM;12.183
IN BETWEEN BUSINESS CATERING SERVICES B.V.;ALBLASSERDAM;3.651
IN CONTROL EVENEMENTEN              BEGELEIDING B.V.;ROSMALEN;44.646
IN DE BOOGERD RECREATIE B.V.;BURGH-HAAMSTEDE;19.398
IN DE BROUWERIJ V.O.F.;DIESSEN;16.038
IN DE BUURT B.V.;AMSTERDAM;14.298
IN DE BUURT, ETEN & DRINKEN B.V.;OUD-BEIJERLAND;19.053
IN DE KLANDER MUELEN B.V.;DORDRECHT;42.615
IN DE KLEINE WERELT B.V.;'S-HERTOGENBOSCH;36.303
IN DE KROMME JAK;ZWOLLE;1.206
IN DE SLEUTEL B.V.;VALKENSWAARD;40.989
IN DE STEIGERS B.V.;ROTTERDAM;96.741
IN DE WAL AUTO'S B.V.;ZWOLLE;125.928
IN DEN BLAUWEN BOCK B.V.;KATWIJK ZH;38.859
IN DEN BOEKENKAST B.V.;CAPELLE AAN DEN IJSSEL;53.151
IN DEN DORSTIGEN HAEN B.V.;VENLO;114.666
IN DEN KLEINEN HAP B.V.;AMERSFOORT;45.555
IN DEN STALLEN V.O.F.;WINSCHOTEN;23.295
IN DEN VOLLEN POT B.V.;AMERSFOORT;106.008
IN DEN WALCHERSCHEN DOLPHIJN V.O.F.;DOMBURG;62.361
IN D'N OLLIE B.V.;HEESWIJK-DINTHER;272
IN D'OUWE PEEL V.O.F.;HELENAVEEN;16.008
IN HR B.V.;EINDHOVEN;14.031
IN ONTWERP V.O.F.;ASSEN;1.698
IN PERSON FOOD B.V.;APELDOORN;603.207
IN PETTO B.V.;ROSSUM GLD;14.424
IN SHAPE V.O.F.;EINDHOVEN;3.999
IN STIJL KAPPERS;LIMMEN;14.358
IN SUMMA DATA SOLUTIONS B.V.;RAAMSDONKSVEER;31.269
IN 'T GROENE WOUD B.V.;VUGHT;89.259
IN 'T VIERDE BAARSJE B.V.;AMSTERDAM;2.997
IN 'T WAPEN VAN HAARZUILEN B.V.;HAARZUILENS;50.433
IN 'T ZANDT AGRO B.V.;MEERLO;3.870
IN TENSE B.V.;ZWOLLE;94.950
IN//EX INTERNATIONALE TENTOONSTELLINGSSERVICE B.V.;RHENEN;17.727
IN2 AUDIOVISUAL B.V.;BAARN;4.155
IN2ATM B.V.;AMSTERDAM;52.572
IN2ECOBUILDINGS B.V.;'S-HERTOGENBOSCH;14.385
IN2ERGO B.V.;GEFFEN;4.716
IN2EVENT B.V.;GORINCHEM;10.908
IN2IMPROVE B.V.;DRUNEN;1.392
IN2INTEL B.V.;AMSTERDAM;6.795
IN2MEDIA B.V.;LEEUWARDEN;11.958
IN2MOTIVATION BEHEER B.V.;AMSTERDAM;2.757
IN2PRINT.NL FOTOGRAFIE;HOOGVLIET ROTTERDAM;1.407
IN2TRAVELS B.V.;DELDEN;2.883
INA VAN 'T HOOG JUWELIERS           VLAARDINGEN B.V.;VLAARDINGEN;10.752
INACOM INSTRUMENTS V.O.F.;OVERBERG;15.624
INACORNER B.V.;UTRECHT;4.182
INADCO ENGINEERING B.V.;EERSEL;6.960
INAILS AMSTERDAM V.O.F.;AMSTERDAM;8.676
INAN;HARDERWIJK;2.616
INAN;EMMELOORD;1.287
INARCHITECTS B.V.;AMSTERDAM;8.214
INARDA;AMSTERDAM;13.101
INARDA;AMSTERDAM;3.831
INBISCO B.V.;SLIEDRECHT;46.104
INBOUW CENTRUM RANDSTAD B.V.;AMSTERDAM;23.712
INBOUWCENTRUM HAAGLANDEN B.V.;'S-GRAVENHAGE;3.210
INBOUWCENTRUM METROPOOL B.V.;ROTTERDAM;9.024
IN-BTWEEN WOMANSWEAR LAENEN V.O.F.;NEDERWEERT;3.684
INCA ORCHIDS B.V.;NOOTDORP;25.230
INCATEC MAINTENANCE & CARSERVICE    GMBH;HENGELO OV;17.256
INCATRO ROOM ACOUSTICS B.V.;HERTEN;25.314
INCATT B.V.;AMSTERDAM;20.025
INCE;ZAANDAM;13.662
INCE;ALMELO;2.166
INCENTIVE HOLLAND BUSINESS EVENTS   B.V.;AMSTERDAM-DUIVENDRECHT;7.122
INCENTIVE PROMOTIONS B.V.;AMSTERDAM-DUIVENDRECHT;26.532
INCENTO B.V.;NAARDEN;30.708
INCO BUSINESS NETHERLANDS B.V.;TETERINGEN;7.857
IN-CONNECT B.V.;HOOGVLIET ROTTERDAM;62.784
IN-CONNECT B.V.;HOOGVLIET ROTTERDAM;40.701
IN-CONNECT B.V.;HOOGVLIET ROTTERDAM;14.832
INCONTEXT CONSULTANCY B.V.;BAARN;75.168
INCONTEXT SHARED SERVICE CENTER B.V.;BAARN;12.588
INCREDIBLY STICKY B.V.;UTRECHT;115.674
INDAVER IMPEX B.V.;'S-GRAVENPOLDER;21.543
INDEFF B.V.;BREDA;30.699
INDENTY B.V.;ENSCHEDE;15.558
INDEPENDENCE V.O.F.;RIJSWIJK ZH;6.231
INDEPENDENT ENGINEERING B.V.;AMSTERDAM;10.299
INDEPENDENT FILMS NEDERLAND B.V.;AMSTERDAM;47.541
INDEPENDENT FREIGHT SERVICES        ROTTERDAM B.V.;ROTTERDAM;807
INDEPENDENT HOSPITALITY B.V.;AMSTERDAM;42.060
INDEPENDENT OIL TOOLS-DOSCO B.V.;AKERSLOOT;82.746
INDEPENDENT OUTLET B.V.;AMSTERDAM;2.478
INDEPENDENT RECRUITMENT B.V.;AMSTERDAM;41.823
INDEPENDENT SOLAR SYSTEMS B.V.;DEVENTER;21.561
INDERFURTH;TILBURG;26.853
INDES INTEGRATED DEVELOPMENT        SOLUTIONS B.V.;BEUSICHEM;7.176
INDEX B.V.;GRONINGEN;94.050
INDEX HOSPITALITY SYSTEMS B.V.;OISTERWIJK;125.181
INDEXIO UITZENDGROEP B.V.;APPINGEDAM;78.090
INDIA PALACE RESTAURANT & CATERING  B.V.;ZOETERMEER;3.858
INDIA PALACE RESTAURANT B.V.;APELDOORN;12.024
INDIAAS RESTAURANT HANDI B.V.;BERGEN OP ZOOM;3.978
INDIAN RESTAURANT GANDHI V.O.F.;AMSTERDAM;28.320
INDIAN RESTAURANT MAHARANI B.V.;'S-GRAVENHAGE;6.183
INDIAN RESTAURANT MANTRA;ARNHEM;5.778
INDIAN RESTAURANT MAYUR B.V.;AMSTERDAM;51.138
INDIE CAMPERS NETHERLANDS, B.V.;SCHIPHOL-RIJK;2.430
INDIGO HAIRDESIGN V.O.F.;HAARLEM;1.275
INDIGO SERVICES B.V.;APELDOORN;65.631
INDIMP NEDERLAND B.V.;DEURNE;1.347
INDINO;OUD-BEIJERLAND;2.397
INDISCH RESTAURANT BALI             EINDHOVEN B.V.;EINDHOVEN;6.801
INDISCH RESTAURANT BALI B.V.;BREDA;30.576
INDISCH RESTAURANT SPANDERSHOEVE BV;HILVERSUM;74.430
INDISHA B.V.;'S-GRAVENHAGE;135
INDITO B.V.;DEVENTER;57.531
INDONESIA FOODGROUP B.V.;ROTTERDAM;40.116
INDONESISCH EETHUIS BOJO V.O.F.;AMSTERDAM;11.889
INDONESISCH RESTAURANT POENTJAK     V.O.F.;'S-GRAVENHAGE;14.043
INDONESISCH RESTAURANT TEMPO DOELOE B.V.;AMSTERDAM;23.928
INDONESISCH SPECIALITEITEN RESTAU-  RANT BATAVIA B.V.;ARNHEM;15.549
INDOOR KARTCENTRE BREDA B.V.;BREDA;27.321
INDOOR PAINTBALL ROTTERDAM B.V.;ROTTERDAM;13.953
INDOOR SKI CENTRUM LEENMAN ZWOLLE   B.V.;ZWOLLE;1.095
INDOOR SKYDIVE B.V.;ROOSENDAAL;86.679
INDOOR SPEELPARADIJS ZUIDERPARK B.V.;'S-GRAVENHAGE;9.426
INDOOR SPEELTUINEN ENSCHEDE B.V.;ENSCHEDE;9.609
INDOOR SPEELTUINEN SLIEDRECHT B.V.;SLIEDRECHT;35.274
INDOOR SPEELTUINEN TWEE B.V.;SLIEDRECHT;13.599
INDOOR SPORT BRUMMEN B.V.;VORDEN;13.629
INDOOR TENNISCENTRUM TIEL B.V.;ZOELEN;48.318
IN-DOORN B.V.;DOORN;15.978
INDOORSKI UDEN V.O.F.;VOLKEL;7.770
INDOORSTRAND BINN'N PRET B.V.;GRONINGEN;1.422
INDRA 'T GOOI B.V.;ALMERE;54.816
INDUCOAT B.V.;AMERSFOORT;4.488
INDUCOAT IJSSELSTEIN B.V.;IJSSELSTEIN UT;8.241
INDU-CON B.V.;GROU;10.728
INDUCON C.V.;GOIRLE;2.901
INDUCTIVE SYSTEMS EUROPE B.V.;TILBURG;65.016
INDUMIJ B.V.;DORDRECHT;101.133
INDUSER B.V.;ROOSENDAAL;5.217
INDUSTRIA ALBERGHIERA B.V.;GRONINGEN;9.060
INDUSTRIAL AUTOMATION PARTNERS B.V.;AMSTERDAM;68.532
INDUSTRIAL CLEANING PROFESSIONALS   B.V.;DRACHTEN;20.430
INDUSTRIAL MARKETING COMPANY B.V.;AMSTERDAM-DUIVENDRECHT;6.942
INDUSTRIAL PLASTICS EUROPE B.V.;NIEUWEGEIN;75.375
INDUSTRIAL PRODUCT SOLUTIONS B.V.;'S-GRAVENDEEL;66.264
INDUSTRIAL PRODUCTS SEVENUM B.V.;SEVENUM;13.914
INDUSTRIE- EN HANDELSONDERNEMING    ROFFELSEN B.V.;EINDHOVEN;12.147
INDUSTRIE- EN HANDELSONDERNEMING    SPAAN B.V.;RODEN;5.898
INDUSTRIE- EN HANDELSONDERNEMING    SUPERSTAR B.V.;OOSTERHOUT NB;41.967
INDUSTRIEEL STRAAL- EN SPUITWERK    PIERRE CREMERS B.V.;POSTERHOLT;3.669
INDUSTRIELE DIENSTVERLENENDE        BEDRIJVEN MAASTRICHT (IDB) B.V.;GELEEN;49.968
INDUSTRIELE ELEKTROTECHNIEK TERNEUZEN B.V.;AXEL;31.767
INDUSTRIELE EN HANDELSONDERNEMING   A.VAN DER WAGT B.V.;SASSENHEIM;13.653
INDUSTRIELE HANDELSMAATSCHAPPIJ     CHARLEMAGNE B.V.;EYGELSHOVEN;29.547
INDUSTRIELE VORMGEVING BEESD B.V.;BEESD;15.237
INDUSTRIELICHT B.V.;ALBLASSERDAM;39.651
INDUSTRIELINQS PERS EN PLATFORM B.V.;AMSTERDAM;11.223
INDUSTRY B.V.;VEGHEL;38.067
INDUSTRY CUIJK EXPLOITATIE B.V.;CUIJK;14.916
INDU-TOOLS B.V.;ROTTERDAM;162.324
INDYMO B.V.;DELFT;2.688
INEKE;ALKMAAR;7.497
INEL;ASSEN;1.701
INEXTENZO B.V.;OLDENZAAL;14.835
INEXTERN HOLDING B.V.;GRONINGEN;2.316
INEXTERN RECRUITMENT B.V.;GRONINGEN;17.748
INEZIA TOURS B.V.;WESTERLEE GN;6.048
INFINI KAPPER B.V.;'S-GRAVENZANDE;25.415
INFINITE PLAY B.V.;EINDHOVEN;10.743
INFINITEA! TEABAR ROTTERDAM V.O.F.;ROTTERDAM;2.817
INFINITUM CURAE B.V.;'S-GRAVENHAGE;77.895
INFINITY BUSINESS SOLUTIONS B.V.;RIJSWIJK ZH;7.182
INFINITY FITNESS V.O.F.;SOMEREN;7.878
INFINITY ICT B.V.;TIEL;14.616
INFINITY LABS B.V.;TERHEIJDEN;79.992
INFINITY REPAIR B.V.;WADDINXVEEN;10.113
INFINITY ROYAL V.O.F.;ALMERE;1.167
INFINITY SERVICE B.V.;MAASTRICHT;4.059
INFINITY TEXTILE PRINTERS V.O.F.;HOOFDDORP;5.469
INFIT B.V.;ZETTEN;4.653
INFLIGHT RECYCLABLE INNOTEX MARBELL B.V.;ENSCHEDE;8.139
INFLUENTIALS NETWORK B.V.;ROTTERDAM;5.379
INFO.NL B.V.;AMSTERDAM;170.070
INFOLIO SIGN & PRINT B.V.;BOXTEL;23.016
INFONOMY B.V.;AMSTERDAM;138.285
INFOPLUS TECHNOLOGIES (NETHERLANDS) B.V.;ROTTERDAM;12.852
INFOREPORTS BUSINESS INTELLIGENCE   B.V.;LOENEN GLD;5.796
INFORMATICAMP B.V.;WILLEMSTAD NB;9.006
INFORMATICS B.V.;WADDINXVEEN;21.585
INFORMATIETEAM B.V.;GRONINGEN;4.299
INFORMATIETUINEN APPELTERN B.V.;APPELTERN;66.999
INFOUR ADVIESBURO VOOR REKLAME      EN MARKETING B.V.;HEERLEN;5.874
INFRALIGNE BREDA C.V.;BREDA;2.298
INFRATECH TELECOMMUNICATIE B.V.;ZWAAG;44.451
INFUNCTIE B.V.;HOOGEVEEN;72.660
INFUNCTIE B.V.;HOOGEVEEN;18.480
INFUNCTIE B.V.;HOOGEVEEN;6.807
ING. MITCHELL VAN DER MEIJ B.V.;LISSE;10.593
INGEBURGERD ZWOLLE B.V.;ZWOLLE;68.031
INGEN;LIENDEN;14.082
INGEN;IJZENDOORN;8.877
INGEN;KERKWIJK;8.874
INGEN;HETEREN;6.714
INGEN;IJZENDOORN;4.773
INGEN;LIENDEN;3.174
INGEN;LIENDEN;1.911
INGEN;AMSTERDAM;1.617
INGENEWITY ADVIES B.V.;BEETSTERZWAAG;17.628
INGENHOUSZ INSTITUTE B.V.;BREDA;53.286
INGENICO B.V.;SCHIEDAM;3.117
INGENIEURS- EN ADVIESBURO           DE WILDE B.V.;BEVERWIJK;47.850
INGENIEURSBUREAU BROOMANS B.V.;STOMPETOREN;15.393
INGENIEURSBUREAU EN TECHNISCHE      HANDELSONDERNEMING AUTRON B.V.;JOURE;25.410
INGENIEURSBUREAU FEHRES B.V.;HEEMSTEDE;1.935
INGENIEURSBUREAU GOMMER B.V.;VOORBURG;10.266
INGENIEURSBUREAU HAAK EN VAN HAM    B.V.;HEEMSTEDE;9.630
INGENIEURSBUREAU IOB B.V.;HELLEVOETSLUIS;142.443
INGENIEURSBUREAU MATRIX B.V.;ENSCHEDE;11.874
INGENIEURSBUREAU POST EN DEKKER B.V.;AMSTERDAM;58.896
INGENIEURSBUREAU PROMOTEC B.V.;HILVERSUM;12.837
INGENIEURSBUREAU VAN DER VEEN EVENT ENGINEERING B.V.;AMSTERDAM;15.786
INGENIEURSBUREAU ZEELAND            TECHNOVATIE B.V.;KAPELLE;46.611
INGENIEURSBUREAU-XYZ B.V.;ARNHEM;82.071
INGLOT BENELUX B.V.;VEENENDAAL;5.364
INGMA TEKEN EN KUNSTSCHILDERSMATERI-ALEN V.O.F.;AMSTELVEEN;6.378
INGRID JANSSENS GEMAKSWINKEL C.V.;VIANEN UT;1.320
INGRID NAGEL B.V.;BUNSCHOTEN-SPAKENBURG;4.254
INGRID PRUISKEN JUWELIER B.V.;BERKEL EN RODENRIJS;3.777
INHETGROEN B.V.;BAAK;28.638
INHUREN UITZENDBUREAU;'S-GRAVENHAGE;73.905
INIMINI B.V.;RIJSWIJK ZH;3.255
INITIATIEF B.V.;AMSTERDAM;29.754
INITIO DBK B.V.;GRONINGEN;39.684
INITWORKS B.V.;ROTTERDAM;37.269
INKA'S MODE B.V.;SLUIS;4.479
INKASSIER B.V.;ARNHEM;123.738
INKIS B.V.;NIEUWERKERK AD IJSSEL;31.188
INKLARINGSBEDRIJF LANGEN B.V.;ELSLOO LB;97.350
INKOOP ID B.V.;VOORBURG;10.953
INKX WELLNESS B.V.;HEEMSKERK;5.106
INLINE B.V.;DRIEBRUGGEN;12.570
INLINE DESIGN V.O.F.;DOETINCHEM;3.417
INMARKET B.V.;DELFT;35.688
INMATCH B.V.;TILBURG;80.514
INMAX B.V.;HUIZEN;10.155
INN EVENTS COMPANY B.V.;MAARSSEN;90.867
INN NAELDWYK VOF;NAALDWIJK;7.083
INN PARTNERS B.V.;HUIZEN;15.885
INN TENS KLIMAATTECHNIEK B.V.;LELYSTAD;15.318
INN-ARCHIVE B.V.;HILVERSUM;10.254
INNAX BOUWKUNDIG ADVISEURS B.V.;VEENENDAAL;114.177
INNAX PERSONEELSVOORZIENING B.V.;VEENENDAAL;1.950
INNER VIDA;BERGSCHENHOEK;6.405
INNERNET ENGINEERING B.V.;BARNEVELD;18.234
INNIUS B.V.;EDE GLD;23.673
