Naam aanvrager,Vestigingsplaats,Toegekend bedrag,PDF pagina
OVERWIJK KOFFIESYSTEMEN ZUID-OOST-NEDERLAND B.V.,BUNNIK,1.556,514
OVERWIJK KOFFIESYSTEMEN ZUID-WEST-NEDERLAND B.V.,BUNNIK,2.308,514
OVING ARCHITEKTEN B.V.,GRONINGEN,23.320,514
OVING PROJECT INRICHTING B.V.,ASSEN,79.336,514
OVMEDIA B.V.,WORMERVEER,72.552,514
OVOTRACK B.V.,AMERONGEN,47.696,514
OVRI B.V.,EMMELOORD,77.184,514
OVVIO B.V.,ROOSENDAAL,31.388,514
OWK B.V.,AMSTERDAM,5.876,514
OWL HOTEL AMSTERDAM B.V.,AMSTERDAM,25.372,514
OWLIN B.V.,AMSTERDAM,88.580,514
OWLYGOODS B.V.,LOCHEM,6.088,514
OWN AGENCY B.V.,LEIDEN,18.240,514
OWT OIL-WATER TREATMENT SERVICES B.V.,GEERTRUIDENBERG,45.720,514
OX HEAVY B.V.,OUD OOTMARSUM,8.724,514
OXENER SINDS 1905 B.V.,APELDOORN,23.080,514
OXEYE ADVISORS B.V.,AMSTERDAM,31.808,514
OXIA B.V.,HOUTEN,23.620,514
OXLAND B.V.,ZEEWOLDE,6.148,514
OXOLUTIONS B.V.,ROTTERDAM,12.452,514
OXYME B.V.,ROTTERDAM,15.256,514
OXZONE V.O.F.,EINDHOVEN,14.732,514
OY COMMUNICATIONS B.V.,AMSTERDAM,43.216,514
OYSTER CULTURE B.V.,OOSTZAAN,21.532,514
OZ AYDINLAR B.V.,"'S-GRAVENHAGE",2.180,514
OZ. HICRET V.O.F.,"'S-GRAVENHAGE",15.772,514
OZANNA,ROTTERDAM,11.268,514
OZANNA,LEIDEN,2.616,514
OZBARAN,ZUIDBROEK,5.488,514
OZCAN,APELDOORN,3.924,514
OZCAN,AMSTERDAM,1.468,514
OZCAN,HAARLEM,280,514
OZCELIK,"'S-GRAVENHAGE",46.052,514
OZDEMIR,"'S-GRAVENHAGE",22.760,514
OZDEMIR,ARNHEM,17.688,514
OZDEMIR,AMSTERDAM,9.416,514
OZDEMIR,GRONINGEN,8.868,514
OZDEMIR BEHEER B.V.,HELMOND,2.508,514
OZDOGAN,"'S-GRAVENHAGE",3.060,514
OZEBI SNOOKER B.V.,UTRECHT,18.104,514
OZEL,EINDHOVEN,1.208,514
OZEPHIUS STAINLESS B.V.,OUD-BEIJERLAND,120.032,514
OZKARA,IJSSELSTEIN UT,4.228,514
OZMEN,ZUTPHEN,12.932,514
OZO HOTEL B.V.,AMSTERDAM,96.976,514
OZO LEUK B.V.,PUTTE,2.216,514
OZTEMIZ,ZUTPHEN,3.660,514
OZTURK,"'S-GRAVENHAGE",5.480,514
OZTURK,VALKENSWAARD,3.600,514
OZTURK,NIJMEGEN,948,514
OZTURK,OSS,728,514
P & B BEHEER B.V.,NIJMEGEN,4.804,514
P & H BOEKHANDEL V.O.F.,BREDA,6.464,514
P & H REBEL SPORT INTERMEDIAIR B.V.,HUIZEN,35.600,514
P & J HORECA ADVIES B.V.,UDEN,8.072,514
P & P EXPOSURE B.V.,CAPELLE AAN DEN IJSSEL,7.540,514
P & PROJECTS B.V.,GRONINGEN,45.384,514
P & R VISUAL MERCHANDISING B.V.,BREUKELEN UT,72.824,514
P & T CHOCOLATE AND PRESENTS BV,CADZAND,46.368,514
P ANBEEK,VEENENDAAL,6.072,514
P ARDON,ROOSENDAAL,3.092,514
P BOHLE,LANGENBOOM,8.236,514
P EN E HOTELS INTERNATIONAL BV,AMSTERDAM,48.980,514
P HOUTHUIJZEN,DIDAM,84.964,514
P KASHKOOLI,LANAKEN,4.860,514
P KLOTH,"'S-HERTOGENBOSCH",41.432,514
P KNOL,HEINO,9.384,514
P KONING,AMSTELVEEN,7.936,514
P KORS,ABCOUDE,9.684,514
P LEEMAN,RIJSWIJK ZH,444,514
P PLEVIER,OUD GASTEL,7.752,514
P TOUTZIARAKIS,BEVERWIJK,2.288,514
P van den AKKER,BERGHEM,5.104,515
P van SIJP,ZWIJNDRECHT,9.108,515
P VERBRUGGEN MACHINEHANDEL EN REVISIE B.V.,BOEKEL,5.776,515
P VERHOEVEN,BUSSUM,43.796,515
P&G SURINAAMS RESTAURANT NEDERLAND B.V.,AMSTERDAM,9.880,515
P&I HORECA V.O.F.,AMSTERDAM,33.688,515
P&M ARBEID B.V.,EINDHOVEN,36.236,515
P&P ASSURANTIE ADVIESBURO B.V.,AMSTELVEEN,16.388,515
P&P METAAL V.O.F.,NIEUW-BUINEN,5.208,515
P&P SERVICES B.V.,KLUNDERT,9.960,515
P&P VASTGOED MAKELAARS B.V.,AMSTELVEEN,4.556,515
P&R PUBLISHING B.V.,BARENDRECHT,6.100,515
P. & M. UITZENDBUREAU B.V.,BLEISWIJK,414.584,515
P. AND P. PROJECTS B.V.,SOMEREN,101.812,515
P. BOUWMEESTER V.O.F.,LEMELERVELD,2.660,515
P. DE JONG KABELMETINGEN B.V.,HEILOO,24.700,515
P. EN A FABER V.O.F.,AUSTERLITZ,6.172,515
P. EN M. KAASMAKERIJ B.V.,HOOGWOUD,808,515
P. JANSSEN TRANSPORT B.V.,VLODROP,90.448,515
P. JONG EXPORT EN GROOTHANDEL VAN BLOEMEN B.V.,ZWAAGDIJK-OOST,1.793.492,515
P. NAARDEN V.O.F.,AMSTERDAM,33.760,515
P. TROOST & ZONEN AUTOMOBIELBEDRIJF SPIJKENISSE B.V.,SPIJKENISSE,15.764,515
P. TROOST & ZONEN AUTOMOBIELBEDRIJF B.V.,HELLEVOETSLUIS,21.944,515
P. TROOST & ZONEN AUTOMOBIELBEDRIJF SCHIEDAM B.V.,ROTTERDAM,6.264,515
"P. TROOST AUTO'S SPIJKENISSE B.V.",SPIJKENISSE,6.672,515
P. V.D. SANDE EXPLOITATIE B.V.,HEUKELOM NB,21.100,515
P. VALK YACHTS B.V.,FRANEKER,20.512,515
P. VAN DE MORTEL CONSTRUCTIEBEDRIJF EN MACHINEFABRIEK (M.C.M.) B.V.,LIESSEL,106.852,515
P. VAN DER SCHEE B.V.,OISTERWIJK,42.328,515
P. VAN DER VELDT TRANSPORTEN B.V.,AMSTERDAM,20.336,515
P. VAN DOMMELEN LANDHORST B.V.,LANDHORST,7.028,515
P. VAN LANKVELD SCHOONMAAK V.O.F.,BOEKEL,8.440,515
"P. VAN LEEUWEN JR.'S BUIZEN- HANDEL B.V.",ZWIJNDRECHT,676.268,515
P. VAN TILBURG B.V.,RIJNSBURG,13.320,515
P. VAN VLIET B.V.,S-HEER ARENDSKERKE,9.804,515
P. VRIEND B.V.,HEM,43.488,515
P. VRIEND BEHEER B.V.,HEM,12.128,515
P.A. SIEBELINK AUTOSCHADE B.V.,DOETINCHEM,46.500,515
P.A.C.E. B.V.,EDE GLD,17.540,515
P.B.N. SPORT & ADVENTURE B.V.,AMSTERDAM,167.444,515
P.D. DE VRIES SPEELAUTOMATEN B.V.,ROTTERDAM,20.504,515
P.D.I. SERVICES EUROPE B.V.,AMSTERDAM,15.048,515
P.E.B. ENGINEERS & CONSTRUCTORS B.V.,ZOETERMEER,40.516,515
P.E.B. SERVICES B.V.,ZOETERMEER,26.180,515
P.E.M. VAN DAM V.O.F.,VENLO,7.060,515
P.F. VAN DEN ENDE B.V.,OSS,59.388,515
P.F.G. B.V.,DEVENTER,11.544,515
P.G. VAN DEN MEIJDENBERG B.V.,WAALWIJK,119.448,515
P.G.K. CONTROLE- EN EXPEDITIEBEDRIJF B.V.,ZUIDLAND,7.092,515
P.G.M. PAPERCONVERTING & GRAPHIC MACHINES B.V.,WAALWIJK,6.844,515
P.H. VERWIJK V.O.F.,BERGEN OP ZOOM,4.044,515
P.H.M. KUPPENS C.V.,WEERT,3.012,515
P.I.B. HOLLAND B.V.,NIJKERK GLD,33.992,515
P.I.T. B.V.,SAPPEMEER,8.164,515
P.J. BOENDERS MARINE SURVEYS B.V.,RIDDERKERK,60.560,515
P.J. CONSTRUCTION EQUIPMENT B.V.,BADHOEVEDORP,10.368,515
P.J. KLERX EN ZONEN B.V.,WAALWIJK,67.404,515
P.J.B. BEHEER B.V.,BEST,6.420,515
P.J.C. MANAGEMENT NEDERLAND B.V.,AMSTERDAM,2.836,515
P.J.LIAUW A PAN V.O.F.,ALMERE,3.508,515
P.K. MARKT B.V.,VOLENDAM,13.200,515
P.M. BEHEER B.V.,HOOFDDORP,305.772,515
P.M.E. VAN RAVELS-VAN DE VEN B.V.,HOOGERHEIDE,19.860,515
P.M.F. OTTEN DEURWAARDER HEERLEN BV,HEERLEN,121.076,515
P.M.U. DIENSTVERLENING B.V.,PURMEREND,49.040,515
P.N. CLAASSEN BEHEER B.V.,GORINCHEM,6.072,515
P.O.T.L.SHOPS B.V.,ARNHEM,16.524,515
P.P. ORCHIDEEEN B.V.,NAALDWIJK,33.424,515
P.P.S. SECURITY B.V.,"'S-HERTOGENBOSCH",151.724,515
P.P.S. SERVICES B.V.,"'S-HERTOGENBOSCH",21.708,515
P.R.S. MATTEN B.V.,SPIJKENISSE,10.800,515
P.S. TELECOM B.V.,"'S-GRAVENHAGE",13.936,515
P.S.N. B.V.,NUENEN,71.716,516
P.S.S. GEREEDSCHAPMAKERIJ B.V.,HEESCH,58.888,516
P.T.C. BIJSTERHUIZEN B.V.,NIJMEGEN,26.656,516
P.T.M. VAN WIJK VOF,BERKEL EN RODENRIJS,5.864,516
P.V.I. GAANDEREN B.V.,"'S-HEERENBERG",73.944,516
P.V.L. B.V.,OSS,47.344,516
P.VAN ROON B.V.,HILLEGOM,20.732,516
P.W. GROEP B.V.,EINDHOVEN,212.056,516
P.W. HOOFS B.V.,"'S-HERTOGENBOSCH",98.824,516
P.W.G. BEDRIJFSVEILIGE KLEDING B.V.,GOES,63.252,516
P1 VAST & VAST B.V.,OUD GASTEL,129.296,516
P1. CORPORATE HOSPITALITY B.V.,LEIDERDORP,116.448,516
P2P SUBTITLING B.V.,WELL GLD,5.644,516
P4PEOPLE HRM SERVICES B.V.,ROTTERDAM,144.500,516
P5 NEDERLAND B.V.,TWELLO,9.288,516
P7 B.V.,MAARN,28.864,516
P79 B.V.,"'S-HERTOGENBOSCH",292,516
PA BOONTJES,GROET,8.872,516
PA KRIJGER,DOORNSPIJK,42.888,516
PA VAN GEMERT,KLEVE,5.384,516
PA WISSINK,AMSTERDAM,5.364,516
PAA VIDELER,ROOSENDAAL,5.464,516
PAAL,MAASBRACHT,6.620,516
PAAP,HAARLEM,1.660,516
PAARDEKOOPER,MUIDEN,3.996,516
PAARDEKOOPER GLASSERVICE B.V.,WORMERVEER,8.360,516
"PAARDENFOKKERIJ EN ZORGBOERDERIJ ""DE SCHAGERWAARD"" B.V.",SCHAGEN,8.480,516
PAARDENKLINIEK VENLO B.V.,VENLO,16.788,516
PAARDENSPORTCENTRUM DE KEMPEN V.O.F.,EERSEL,5.036,516
PAAS MONTAGE B.V.,ASSEN,24.088,516
PAASHUIS BEDRIJFSWAGENS B.V.,LICHTENVOORDE,48.788,516
PAASHUIS BEDRIJFSWAGENS DOETINCHEM B.V.,DOETINCHEM,35.968,516
PABAM B.V.,HOOGVLIET ROTTERDAM,628.380,516
PABBL B.V.,AMSTERDAM,32.900,516
PABLO DESIGNS B.V.,WEESP,18.380,516
PABLOS-ORDIS,ARNHEM,3.904,516
PABST & PABST B.V.,ARNHEM,20.804,516
PACE TALENINSTITUUT B.V.,AMSTERDAM,45.524,516
PACIFIC DAWN C.V.,URK,11.448,516
PACIFIC FISH B.V.,ROTTERDAM,14.900,516
PACIFIC FRANCHISE GRONINGEN B.V.,GRONINGEN,24.536,516
PACK EN PARCEL B.V.,NIEUWEGEIN,11.760,516
PACK POSITIVE B.V.,LEEUWARDEN,26.128,516
PACK VISION B.V.,WAALWIJK,43.916,516
PACKAGING PARTNERS SUPPORT B.V.,TILBURG,25.992,516
PACKARA B.V.,SUSTEREN,30.396,516
PACKSTORE B.V.,EDE GLD,23.636,516
PACOR-PAMERO B.V.,EDE GLD,47.624,516
PACT PUBLIC AFFAIRS B.V.,"'S-GRAVENHAGE",34.664,516
PACTUM INSTALLATIETECHNIEK DEVENTER B.V.,DEVENTER,245.476,516
PAD THAI ONE B.V.,AMSTERDAM,13.276,516
PAD THAI TWO B.V.,AMSTERDAM,27.908,516
PADACO AUTOMATISERING B.V.,AALSMEER,40.200,516
PADAZA B.V.,AMSTERDAM,18.100,516
PADDING,AKERSLOOT,17.508,516
PADDOCK DIGITAL PRINTING B.V.,NIEUWERKERK AD IJSSEL,28.772,516
"PADDY MURPHY'S B.V.",ROTTERDAM,88.728,516
"PADDY'S B.V.",ENSCHEDE,91.880,516
PADJAK DE SMELTKROES B.V.,AMSTERDAM,28.540,516
"PADRINO'S B.V.","'S-HERTOGENBOSCH",16.868,516
PAGANA,HOORN NH,372,516
PAGEDAL B.V.,STADSKANAAL,93.196,516
PAGEE,MEPPEL,6.464,516
PAGTER,ROTTERDAM,1.948,516
PAGTER INNOVATIONS B.V.,ROOSENDAAL,117.096,516
PAIKAR,OOSTZAAN,1.356,516
PAINTBALL HILLEGOM B.V.,HILLEGOM,2.884,516
PAINTFEST NEDERLAND B.V.,AMSTERDAM,15.532,516
PAJ KUIJPERS,VALKENSWAARD,8.248,516
PAKELLI TRANSPORT B.V.,EINDHOVEN,18.316,516
PAKHUIS DE ZWIJGER HORECA EXPLOITATIE B.V.,AMSTERDAM,81.356,516
PAKHUIS LEIDEN B.V.,LEIDEN,69.572,516
PAKISTAN RESTAURANT V.O.F.,AMSTERDAM,11.412,517
PAKKEND B.V.,AMSTERDAM,27.608,517
PAKO MEDIA B.V.,"'S-GRAVENHAGE",1.592,517
PAKUPAKU B.V.,AMSTERDAM,2.780,517
PAL van REMMEN,BEMMEL,2.224,517
PALACE HOTEL OPERATIONAL B.V.,AMSTERDAM,1.282.736,517
PALADIN STUDIOS B.V.,"'S-GRAVENHAGE",268.024,517
PALATIUM AMSTELODAMUM N.V.,AMSTERDAM,587.354,517
PALAZZO WOMAN B.V.,GRONINGEN,24.760,517
PALE UITZENDBUREAU B.V.,LELYSTAD,79.516,517
PALEIS SARAY JUWELIER B.V.,"'S-GRAVENHAGE",19.560,517
PALEIS SOESTDIJK MADE BY HOLLAND B.V.,"'S-GRAVENHAGE",12.380,517
PALEIS VAN DE WEEMOED B.V.,AMSTERDAM,7.372,517
PALESTRINA GROEP B.V.,"'S-HERTOGENBOSCH",1.936,517
PALETTI B.V.,ZEVENAAR,7.972,517
PALFINGER MARINE EUROPE B.V.,SCHIEDAM,362.052,517
PALINGROKERIJ R DE GROOT B.V.,ERMELO,12.852,517
PALIT,IJMUIDEN,1.968,517
PALLADION B.V.,VLAARDINGEN,13.980,517
PALLADIUM B.V.,AMSTERDAM,125.824,517
PALLET KOMPANY B.V.,BEEK LB,12.488,517
PALLETHANDEL KORTEBOS V.O.F.,MELDERSLO,14.252,517
PALM,SPRANG-CAPELLE,4.424,517
PALM PRODUKTIES B.V.,NIEUWERKERK AD IJSSEL,5.806,517
PALMAX BENELUX B.V.,ZOETERMEER,102.372,517
PALMAX STEEL B.V.,ZOETERMEER,38.176,517
PALMEDIC B.V.,LICHTENVOORDE,25.348,517
PALMEN,SITTARD,1.916,517
PALMPAPIER B.V.,UTRECHT,7.080,517
PALOUSE BEHEER B.V.,RIJSWIJK ZH,28.760,517
PALS,BREDA,8.152,517
PALUKA V.O.F.,ZEIST,8.128,517
PALUX B.V.,BUNNIK,37.600,517
PAMA,HENDRIK-IDO-AMBACHT,12.884,517
PAMBA HOLDING B.V.,AMSTERDAM,10.500,517
PAMBA TEXTIELREINIGING B.V.,AMSTERDAM,33.864,517
PAMBOGHCHY,DEVENTER,13.828,517
PAMGENE INTERNATIONAL B.V.,"'S-HERTOGENBOSCH",374.640,517
PAMPUS HORECA B.V.,MUIDEN,41.204,517
PAN,BREDA,4.664,517
PAN BRANDING V.O.F.,ALMERE,14.036,517
PANACHE HOLDING B.V.,"'S-GRAVENHAGE",9.368,517
PANAGOPOULOS,LELYSTAD,9.400,517
PANALON MULTIMODAL B.V.,VLISSINGEN,3.996,517
PANAMA ALIVE B.V.,AMSTERDAM,42.380,517
PANART RECLAMESTUDIO B.V.,RHOON,71.476,517
PANBAKKER HORECABEDRIJVEN B.V.,BEEK LB,44.040,517
PANBO SYSTEMS B.V.,BERINGE,73.796,517
PANCAKE BAR B.V.,AMSTERDAM,17.572,517
PANCAKE CORNER V.O.F.,AMSTERDAM,59.756,517
PANCAKE MONDIAL V.O.F.,AMSTERDAM,4.996,517
PANCAR,AMSTERDAM,3.904,517
"PANCHO'S CANTINA B.V.",ZAANDAM,11.112,517
PAND 55 EMMEN B.V.,EMMEN,2.020,517
PAND M19 B.V.,HEERENVEEN,10.832,517
PANDA B.V.,VLAARDINGEN,1.164,517
PANDA MEDIA B.V.,BAARN,15.408,517
PANDA SPORTHALLEN EXPLOITATIE B.V.,LOOSDRECHT,5.472,517
"PANDA'S KITCHEN V.O.F.",AMSTERDAM,11.028,517
PANDER,GRONINGEN,1.168,517
PANDER EN LIER B.V.,VEENDAM,164.620,517
PANDER EN LIER B.V.,VEENDAM,25.388,517
PANEELBOUW MIDDELBURG B.V.,MIDDELBURG,53.900,517
PANEL PRECISION B.V.,TERBORG,62.976,517
PANELENINDUSTRIE TOELEVERING B.V.,HEERENVEEN,79.744,517
PANELPRINT B.V.,NIEUWLEUSEN,7.480,517
PANERA EXPLOITATIE B.V.,AMSTELVEEN,16.660,517
PANG V.O.F.,GOOR,2.224,517
PANGAEA INTERNET MARKETING B.V.,WASSENAAR,84.660,517
PANGEA TRAVEL B.V.,ARNHEM,141.200,517
PANHUIZEN GRAVEERINDUSTRIE B.V.,HELMOND,37.756,517
PANKAJ KUMAR,ROTTERDAM,5.128,517
"PANNEKOEKENHUIS ""UPSTAIRS"" V.O.F.",AMSTERDAM,2.120,518
PANNEKOEKENHUIS HOENDERLOO B.V.,HOENDERLOO,15.116,518
PANNEKOEKHUIS STRIJLAND B.V.,RHEDEN,19.404,518
PANNEKOEKMOLEN V.O.F.,GULPEN,13.572,518
PANNENKOE 2 B.V.,RIDDERKERK,15.308,518
PANNENKOEKBAKKERIJ REUVERSHOEVE B.V.,BRUMMEN,24.692,518
PANNENKOEKEN PARADIJS B.V.,THORN,8.744,518
PANNENKOEKEN PAVILJOEN B.V.,CRUQUIUS,23.860,518
PANNENKOEKENBOERDERIJ AAN DE LINGE B.V.,HEMMEN,9.720,518
PANNENKOEKENBOERDERIJ DE TOLBOOM B.V.,TERSCHUUR,7.316,518
PANNENKOEKENBOOT B.V.,NIJMEGEN,65.096,518
PANNENKOEKENHUIS BARENDRECHT B.V.,BARENDRECHT,56.596,518
PANNENKOEKENHUIS DE SOETE SUIKERBOL B.V.,PIJNACKER,43.344,518
PANNENKOEKENHUIS VOORST B.V.,VOORST GEM VOORST,16.344,518
PANNENKOEKENSCHIP DE LIBERTE B.V.,MEPPEL,3.932,518
PANNENKOEKFABRIQUE B.V.,TILBURG,12.984,518
PANNENKOEKHOES DE STROPER V.O.F.,DE LUTTE,6.608,518
PANORAMA V.O.F.,ZUIDLAREN,2.640,518
PAN-OSTON B.V.,RAALTE,394.516,518
PANSIGN COMMUNICATIE B.V.,PANNINGEN,7.412,518
PANTA REIZEN B.V.,ROTTERDAM,76.580,518
PANTARIJ CHAUFFEURSDIENSTEN B.V.,ROTTERDAM,13.112,518
PANTERHUIS SCHOENEN B.V.,VIANEN UT,20.192,518
PANTERRA CONSULTANTS V.O.F.,BAFLO,4.280,518
PANTERRA RECRUITMENT B.V.,LEIDERDORP,131.768,518
PANTEX HOLLAND B.V.,HAPERT,49.352,518
PANZERO SHOP I B.V.,ROTTERDAM,13.204,518
PAOLO SALOTTO OUTDOOR & TRAVEL B.V.,NIEUW-VENNEP,25.248,518
PAPA,ENKHUIZEN,5.664,518
PAPADAKIS,ROERMOND,6.568,518
PAPAIOANNOU,KERKRADE,10.300,518
PAPARAZZI MODELMANAGEMENT B.V.,AMSTERDAM,24.232,518
PAPARONI B.V.,UTRECHT,3.820,518
"PAPA'S BEACH HOUSE B.V.",HOOFDDORP,89.452,518
PAPASTOIKOU,NAALDWIJK,21.216,518
PAPAYA GROENENDAAL B.V.,ROTTERDAM,54.532,518
PAPE,ALMERE,9.212,518
PAPE METAAL B.V.,ALMELO,13.848,518
PAPEGAAIDUIKER B.V.,GRONINGEN,1.648,518
PAPER FOR PAPER B.V.,PURMEREND,15.108,518
PAPER MILL PRODUCTS B.V.,AMSTERDAM,5.300,518
PAPERFLIES B.V.,WOERDEN,12.264,518
PAPERWISE B.V.,WEERT,6.300,518
PAPICOLOR INTERNATIONAL B.V.,DINXPERLO,181.356,518
PAPIER-EN KANTOORBOEKHANDEL DE VLIEGER AMSTERDAM B.V.,AMSTERDAM,15.352,518
PAPIERFABRIEK DOETINCHEM B.V.,DOETINCHEM,433.836,518
PAPIERFABRIEK SCHUT B.V.,HEELSUM,161.940,518
PAPIERINDUSTRIE ADR. DEKKER B.V.,WORMER,59.988,518
PAPILLON & PARTNERS B.V.,ROTTERDAM,12.424,518
PAPILLON FOR WOMEN & KIDS/DE COCKPIT FOR MEN V.O.F.,KOOTWIJKERBROEK,6.048,518
"PAPING'S REKLAME- EN BORDUURSTUDIO V.O.F.",KLIJNDIJK,1.680,518
PAPPA JOE B.V.,SCHALKHAAR,5.796,518
PAPYROLUX CONVERTERS B.V.,BIDDINGHUIZEN,51.540,518
PAPYRUS GROEP NEDERLAND B.V.,WIJCHEN,576.712,518
PAR HASARD B.V.,AMSTERDAM,76.936,518
PARA INTERNATIONAL TILBURG B.V.,TILBURG,17.236,518
PARA TOOLING B.V.,WEERT,104.060,518
PARABEAM INDUSTRIE- EN HANDELS- ONDERNEMING B.V.,HELMOND,190.328,518
PARABLE B.V.,UTRECHT,10.080,518
PARACENTRUM TEXEL B.V.,DE COCKSDORP,19.520,518
PARACHUTE EQUIPMENT B.V.,TEUGE,15.028,518
PARADE B.V.,BUNNIK,119.332,518
PARADE B.V.,BERGEN OP ZOOM,53.412,518
PARADEPAARD BEHEER B.V.,BREDA,42.024,518
PARADIGM GROUP B.V.,GROOT-AMMERS,106.520,518
PARADIGM TECHNOLOGY SERVICES B.V.,GROOT-AMMERS,382.752,518
PARADIGM V.O.F.,GRONINGEN,3.368,518
PARADIS PRIVATE BOAT TOURS B.V.,AMSTERDAM,45.588,518
"PARADISE 'S-GRAVENHAGE B.V.","'S-GRAVENHAGE",2.496,518
PARADISO ENTERTAINMENT NEDERLAND B.V.,AMSTERDAM,34.932,518
PARADISO HORECA B.V.,KOLLUM,6.036,518
PARADOX CONCEPTS B.V.,MAASTRICHT,7.468,518
PARADOXX B.V.,DOETINCHEM,7.248,519
PARAG,ROTTERDAM,7.968,519
PARALITH B.V.,GRONINGEN,66.980,519
PARALLELBOUW B.V.,HEERENVEEN,23.288,519
PARAMEDISCH CENTRUM LAZONDER UTRECHT B.V.,UTRECHT,16.504,519
PARAMEDISCH CENTRUM STAC B.V.,BERGEN OP ZOOM,17.928,519
PARAMPREET SINGH,AMSTERDAM,6.212,519
PARANTION GROEP B.V.,DEVENTER,70.064,519
PARAPY B.V.,DELFT,35.760,519
PARAS CONCEPTS B.V.,CADZAND,7.688,519
PARASOFT NETHERLANDS B.V.,"'S-GRAVENHAGE",50.672,519
PARASTONE B.V.,"'S-HERTOGENBOSCH",16.208,519
PARBO TRAVEL & ADMINISTRATION B.V.,ROTTERDAM,7.168,519
PARBOPACK B.V.,ITTERVOORT,41.736,519
PARC BEAUTY,EMMEN,1.148,519
PARC DE KIEVIT BEHEER B.V.,BAARLE-NASSAU,17.112,519
PARC POLYESTER AND RUBBER REPAIR B.V.,GIESSEN,52.604,519
PARCIVAL B.V.,ZOETERMEER,37.012,519
PARDOEL,LEIDEN,7.148,519
PARE BAKLAVA ATELIER B.V.,SCHIEDAM,9.276,519
PAREL PROMOTIE B.V.,GROENEKAN,2.508,519
PARETEUM B.V.,SOESTERBERG,22.704,519
PARFUM FLOWER COMPANY B.V.,AALSMEER,65.736,519
PARFUMERIE MONETT B.V.,HELMOND,3.884,519
PARFUMERIE-SCHOONHEIDSSALON JACQUELINE B.V.,BEST,3.280,519
PARICLA FIJNMECHANISCHE TECHNIEK,STADSKANAAL,12.424,519
PARK & FLY EINDHOVEN B.V.,EINDHOVEN,15.148,519
PARK AT WORK B.V.,SCHIMMERT,9.456,519
PARK B.V.,TILBURG,10.540,519
PARK CAMPING MOOI DELDEN V.O.F.,DELDEN,2.372,519
PARK CENTRAAL DEN HAAG OPERATIONS B.V.,"'S-GRAVENHAGE",169.168,519
PARK EUROPE INVESTOR B.V.,AMSTERDAM,44.444,519
PARK HOTEL B.V.,AMSTERDAM,1.109.972,519
PARK LUNCHROOM ROERMOND B.V.,ROERMOND,7.200,519
PARK PLAZA HOTELS EUROPE B.V.,AMSTERDAM,416.452,519
PARK TIVOLI B.V.,BERG EN DAL,22.804,519
PARK1 B.V.,VENLO,7.864,519
PARK4YOU B.V.,EINDHOVEN,30.712,519
PARKCITYAIRCO B.V.,HEERLEN,47.344,519
PARKEERGARAGES LEEUWARDEN B.V.,LEEUWARDEN,50.836,519
PARKHEUVEL (ROTTERDAM) B.V.,ROTTERDAM,42.708,519
"PARKHOTEL & 'T HOF VAN PUTTEN B.V.",PUTTEN,44.436,519
PARKHOTEL B.V.,ROTTERDAM,202.728,519
PARKHOTEL HORST B.V.,HORST,148.204,519
PARKHOTEL HUGO DE VRIES B.V.,LUNTEREN,22.380,519
PARKHOTEL ROODING B.V.,VALKENBURG LB,62.164,519
PARKHOTEL ROODING B.V.,VALKENBURG LB,4.580,519
PARKINCLUSIVE GLOBAL B.V.,AALSMEER,112.452,519
PARKINCLUSIVE ROTTERDAM B.V.,ROTTERDAM,13.508,519
PARKING NETWORK B.V.,MAASTRICHT,17.676,519
PARKKING BEHEER B.V.,TILBURG,53.616,519
PARKKING HOLDING B.V.,TILBURG,21.296,519
PARKKING VALET SERVICE B.V.,TILBURG,10.616,519
PARKLANE INSIGHT B.V.,AMSTERDAM,40.856,519
PARKOS B.V.,GRONINGEN,188.120,519
PARKPAVILJOEN WEZENLANDEN B.V.,ZWOLLE,24.344,519
PARKSTAD LIMBURG THEATERS N.V.,HEERLEN,254.028,519
PARKSTAD TRAILER SERVICE B.V.,HEERLEN,55.556,519
PARKTHEATER EINDHOVEN N.V.,EINDHOVEN,275.552,519
PARKTHEATER EINDHOVEN N.V.,EINDHOVEN,164.772,519
PARKVONDEL HOTEL OPERATOR B.V.,AMSTERDAM,291.220,519
PARKZICHT NUENEN B.V.,NUENEN,38.772,519
PARLAK FACILITAIR ONDERHOUD B.V.,RIJSWIJK ZH,17.220,519
PARLANDO B.V.,HEEZE,10.516,519
PARLANDO SERVICES B.V.,HEEZE,2.960,519
PARLATO,ROTTERDAM,5.144,519
PAROCHIE CHRISTUS KONING,BERKEL EN RODENRIJS,13.856,519
PAROCHIE CHURCH OF OUR SAVIOUR,"'S-GRAVENHAGE",5.108,519
PAROCHIE DE GOEDE HERDER,HENGELO OV,3.908,519
PAROCHIE DONGEN EN KLEIN DONGEN - VAART,DONGEN,7.836,519
PAROCHIE FEDERATIE H. MARIA MAGDALENA,ROTTERDAM,5.976,519
PAROCHIE H. AMELBERGA,SUSTEREN,848,519
AUTOBEDRIJF JAN SNEL B.V.,PUTTERSHOEK,23.120,52
AUTOBEDRIJF JASPER B.V.,WINDRAAK,21.296,52
AUTOBEDRIJF JOHANSSON V.O.F.,NIJEVEEN,1.660,52
AUTOBEDRIJF JOHN REPKES V.O.F.,BOXMEER,3.528,52
AUTOBEDRIJF JOS DERKSEN B.V.,WIJCHEN,11.056,52
